state,sex,age_band,year,metric,value,source,sheet
Queensland,Female,15-17,2020,12-month prevalence %,9.85,disorders_raw_combined,Depression
Queensland,Female,15-17,2020,lifetime prevalence %,17.11,disorders_raw_combined,Depression
Queensland,Female,15-17,2020,12-month prevalence %,6.85,disorders_raw_combined,ADHD
Queensland,Female,15-17,2020,lifetime prevalence %,10.48,disorders_raw_combined,ADHD
Queensland,Female,15-17,2020,12-month prevalence %,4.52,disorders_raw_combined,Substance use
Queensland,Female,15-17,2020,lifetime prevalence %,8.23,disorders_raw_combined,Substance use
Queensland,Female,15-17,2021,12-month prevalence %,14.04,disorders_raw_combined,Anxiety
Queensland,Female,15-17,2021,lifetime prevalence %,23.68,disorders_raw_combined,Anxiety
Queensland,Female,15-17,2021,12-month prevalence %,10.91,disorders_raw_combined,Depression
Queensland,Female,15-17,2021,lifetime prevalence %,19.1,disorders_raw_combined,Depression
Queensland,Female,15-17,2021,12-month prevalence %,6.6,disorders_raw_combined,ADHD
Queensland,Female,15-17,2021,lifetime prevalence %,12.42,disorders_raw_combined,ADHD
Queensland,Female,15-17,2021,12-month prevalence %,4.27,disorders_raw_combined,Substance use
Queensland,Female,15-17,2021,lifetime prevalence %,6.85,disorders_raw_combined,Substance use
Queensland,Female,15-17,2022,12-month prevalence %,15.94,disorders_raw_combined,Anxiety
Queensland,Female,15-17,2022,lifetime prevalence %,27.34,disorders_raw_combined,Anxiety
Queensland,Female,15-17,2022,12-month prevalence %,9.8,disorders_raw_combined,Depression
Queensland,Female,15-17,2022,lifetime prevalence %,17.15,disorders_raw_combined,Depression
Queensland,Female,15-17,2022,12-month prevalence %,7.58,disorders_raw_combined,ADHD
Queensland,Female,15-17,2022,lifetime prevalence %,12.77,disorders_raw_combined,ADHD
Queensland,Female,15-17,2022,12-month prevalence %,4.2,disorders_raw_combined,Substance use
Queensland,Female,15-17,2022,lifetime prevalence %,5.86,disorders_raw_combined,Substance use
Queensland,Female,15-17,2023,12-month prevalence %,12.17,disorders_raw_combined,Anxiety
Queensland,Female,15-17,2023,lifetime prevalence %,19.96,disorders_raw_combined,Anxiety
Queensland,Female,15-17,2023,12-month prevalence %,12.83,disorders_raw_combined,Depression
Queensland,Female,15-17,2023,lifetime prevalence %,20.63,disorders_raw_combined,Depression
Queensland,Female,15-17,2023,12-month prevalence %,6.2,disorders_raw_combined,ADHD
Queensland,Female,15-17,2023,lifetime prevalence %,11.01,disorders_raw_combined,ADHD
Queensland,Female,15-17,2023,12-month prevalence %,4.66,disorders_raw_combined,Substance use
Queensland,Female,15-17,2023,lifetime prevalence %,9.3,disorders_raw_combined,Substance use
Queensland,Female,15-17,2024,12-month prevalence %,15.22,disorders_raw_combined,Anxiety
Queensland,Female,15-17,2024,lifetime prevalence %,24.51,disorders_raw_combined,Anxiety
Queensland,Female,15-17,2024,12-month prevalence %,10.8,disorders_raw_combined,Depression
Queensland,Female,15-17,2024,lifetime prevalence %,19.56,disorders_raw_combined,Depression
Queensland,Female,15-17,2024,12-month prevalence %,6.17,disorders_raw_combined,ADHD
Queensland,Female,15-17,2024,lifetime prevalence %,9.01,disorders_raw_combined,ADHD
Queensland,Female,15-17,2024,12-month prevalence %,4.7,disorders_raw_combined,Substance use
Queensland,Female,15-17,2024,lifetime prevalence %,9.16,disorders_raw_combined,Substance use
Queensland,Female,18-21,2019,12-month prevalence %,16.99,disorders_raw_combined,Anxiety
Queensland,Female,18-21,2019,lifetime prevalence %,27.88,disorders_raw_combined,Anxiety
Queensland,Female,18-21,2019,12-month prevalence %,12.9,disorders_raw_combined,Depression
Queensland,Female,18-21,2019,lifetime prevalence %,20.81,disorders_raw_combined,Depression
Queensland,Female,18-21,2019,12-month prevalence %,6.53,disorders_raw_combined,ADHD
Queensland,Female,18-21,2019,lifetime prevalence %,9.67,disorders_raw_combined,ADHD
Queensland,Female,18-21,2019,12-month prevalence %,3.97,disorders_raw_combined,Substance use
Queensland,Female,18-21,2019,lifetime prevalence %,7.91,disorders_raw_combined,Substance use
Queensland,Female,18-21,2020,12-month prevalence %,17.09,disorders_raw_combined,Anxiety
Queensland,Female,18-21,2020,lifetime prevalence %,29.58,disorders_raw_combined,Anxiety
Queensland,Female,18-21,2020,12-month prevalence %,12.4,disorders_raw_combined,Depression
Queensland,Female,18-21,2020,lifetime prevalence %,20.24,disorders_raw_combined,Depression
Queensland,Female,18-21,2020,12-month prevalence %,6.11,disorders_raw_combined,ADHD
Queensland,Female,18-21,2020,lifetime prevalence %,9.65,disorders_raw_combined,ADHD
Queensland,Female,18-21,2020,12-month prevalence %,4.99,disorders_raw_combined,Substance use
Queensland,Female,18-21,2020,lifetime prevalence %,8.53,disorders_raw_combined,Substance use
Queensland,Female,18-21,2021,12-month prevalence %,13.27,disorders_raw_combined,Anxiety
Queensland,Female,18-21,2021,lifetime prevalence %,21.91,disorders_raw_combined,Anxiety
Queensland,Female,18-21,2021,12-month prevalence %,11.75,disorders_raw_combined,Depression
Queensland,Female,18-21,2021,lifetime prevalence %,19.0,disorders_raw_combined,Depression
Queensland,Female,18-21,2021,12-month prevalence %,6.17,disorders_raw_combined,ADHD
Queensland,Female,18-21,2021,lifetime prevalence %,10.46,disorders_raw_combined,ADHD
Queensland,Female,18-21,2021,12-month prevalence %,5.02,disorders_raw_combined,Substance use
Queensland,Female,18-21,2021,lifetime prevalence %,7.73,disorders_raw_combined,Substance use
Queensland,Female,18-21,2022,12-month prevalence %,15.33,disorders_raw_combined,Anxiety
Queensland,Female,18-21,2022,lifetime prevalence %,26.95,disorders_raw_combined,Anxiety
Queensland,Female,18-21,2022,12-month prevalence %,12.24,disorders_raw_combined,Depression
Queensland,Female,18-21,2022,lifetime prevalence %,21.2,disorders_raw_combined,Depression
Queensland,Female,18-21,2022,12-month prevalence %,7.74,disorders_raw_combined,ADHD
Queensland,Female,18-21,2022,lifetime prevalence %,14.1,disorders_raw_combined,ADHD
Queensland,Female,18-21,2022,12-month prevalence %,3.71,disorders_raw_combined,Substance use
Queensland,Female,18-21,2022,lifetime prevalence %,6.52,disorders_raw_combined,Substance use
Queensland,Female,18-21,2023,12-month prevalence %,13.36,disorders_raw_combined,Anxiety
Queensland,Female,18-21,2023,lifetime prevalence %,21.69,disorders_raw_combined,Anxiety
Queensland,Female,18-21,2023,12-month prevalence %,10.03,disorders_raw_combined,Depression
Queensland,Female,18-21,2023,lifetime prevalence %,16.08,disorders_raw_combined,Depression
Queensland,Female,18-21,2023,12-month prevalence %,8.15,disorders_raw_combined,ADHD
Queensland,Female,18-21,2023,lifetime prevalence %,12.86,disorders_raw_combined,ADHD
Queensland,Female,18-21,2023,12-month prevalence %,3.66,disorders_raw_combined,Substance use
Queensland,Female,18-21,2023,lifetime prevalence %,5.48,disorders_raw_combined,Substance use
Queensland,Female,18-21,2024,12-month prevalence %,17.22,disorders_raw_combined,Anxiety
Queensland,Female,18-21,2024,lifetime prevalence %,29.36,disorders_raw_combined,Anxiety
Queensland,Female,18-21,2024,12-month prevalence %,12.15,disorders_raw_combined,Depression
Queensland,Female,18-21,2024,lifetime prevalence %,21.14,disorders_raw_combined,Depression
Queensland,Female,18-21,2024,12-month prevalence %,6.7,disorders_raw_combined,ADHD
Queensland,Female,18-21,2024,lifetime prevalence %,12.26,disorders_raw_combined,ADHD
Queensland,Female,18-21,2024,12-month prevalence %,4.41,disorders_raw_combined,Substance use
Queensland,Female,18-21,2024,lifetime prevalence %,6.92,disorders_raw_combined,Substance use
Queensland,Female,22-24,2019,12-month prevalence %,12.15,disorders_raw_combined,Anxiety
Queensland,Female,22-24,2019,lifetime prevalence %,22.1,disorders_raw_combined,Anxiety
Queensland,Female,22-24,2019,12-month prevalence %,11.17,disorders_raw_combined,Depression
Queensland,Female,22-24,2019,lifetime prevalence %,19.16,disorders_raw_combined,Depression
Queensland,Female,22-24,2019,12-month prevalence %,6.11,disorders_raw_combined,ADHD
Queensland,Female,22-24,2019,lifetime prevalence %,10.71,disorders_raw_combined,ADHD
Queensland,Female,22-24,2019,12-month prevalence %,3.1,disorders_raw_combined,Substance use
Queensland,Female,22-24,2019,lifetime prevalence %,4.02,disorders_raw_combined,Substance use
Queensland,Female,22-24,2020,12-month prevalence %,13.99,disorders_raw_combined,Anxiety
Queensland,Female,22-24,2020,lifetime prevalence %,24.3,disorders_raw_combined,Anxiety
Queensland,Female,22-24,2020,12-month prevalence %,11.54,disorders_raw_combined,Depression
Queensland,Female,22-24,2020,lifetime prevalence %,19.97,disorders_raw_combined,Depression
Queensland,Female,22-24,2020,12-month prevalence %,6.61,disorders_raw_combined,ADHD
Queensland,Female,22-24,2020,lifetime prevalence %,11.43,disorders_raw_combined,ADHD
Queensland,Female,22-24,2020,12-month prevalence %,3.61,disorders_raw_combined,Substance use
Queensland,Female,22-24,2020,lifetime prevalence %,6.01,disorders_raw_combined,Substance use
Queensland,Female,22-24,2021,12-month prevalence %,15.45,disorders_raw_combined,Anxiety
Queensland,Female,22-24,2021,lifetime prevalence %,27.56,disorders_raw_combined,Anxiety
Queensland,Female,22-24,2021,12-month prevalence %,11.52,disorders_raw_combined,Depression
Queensland,Female,22-24,2021,lifetime prevalence %,19.8,disorders_raw_combined,Depression
Queensland,Female,22-24,2021,12-month prevalence %,5.45,disorders_raw_combined,ADHD
Queensland,Female,22-24,2021,lifetime prevalence %,8.0,disorders_raw_combined,ADHD
Queensland,Female,22-24,2021,12-month prevalence %,4.29,disorders_raw_combined,Substance use
Queensland,Female,22-24,2021,lifetime prevalence %,6.1,disorders_raw_combined,Substance use
Queensland,Female,22-24,2022,12-month prevalence %,12.59,disorders_raw_combined,Anxiety
Queensland,Female,22-24,2022,lifetime prevalence %,22.34,disorders_raw_combined,Anxiety
Queensland,Female,22-24,2022,12-month prevalence %,9.05,disorders_raw_combined,Depression
Queensland,Female,22-24,2022,lifetime prevalence %,16.28,disorders_raw_combined,Depression
Queensland,Female,22-24,2022,12-month prevalence %,5.5,disorders_raw_combined,ADHD
Queensland,Female,22-24,2022,lifetime prevalence %,10.2,disorders_raw_combined,ADHD
Queensland,Female,22-24,2022,12-month prevalence %,4.02,disorders_raw_combined,Substance use
Queensland,Female,22-24,2022,lifetime prevalence %,6.19,disorders_raw_combined,Substance use
Queensland,Female,22-24,2023,12-month prevalence %,12.5,disorders_raw_combined,Anxiety
Queensland,Female,22-24,2023,lifetime prevalence %,20.84,disorders_raw_combined,Anxiety
Queensland,Female,22-24,2023,12-month prevalence %,10.4,disorders_raw_combined,Depression
Queensland,Female,22-24,2023,lifetime prevalence %,18.9,disorders_raw_combined,Depression
Queensland,Female,22-24,2023,12-month prevalence %,6.18,disorders_raw_combined,ADHD
Queensland,Female,22-24,2023,lifetime prevalence %,10.26,disorders_raw_combined,ADHD
Queensland,Female,22-24,2023,12-month prevalence %,3.59,disorders_raw_combined,Substance use
Queensland,Female,22-24,2023,lifetime prevalence %,5.13,disorders_raw_combined,Substance use
Queensland,Female,22-24,2024,12-month prevalence %,14.1,disorders_raw_combined,Anxiety
Queensland,Female,22-24,2024,lifetime prevalence %,23.96,disorders_raw_combined,Anxiety
Queensland,Female,22-24,2024,12-month prevalence %,11.56,disorders_raw_combined,Depression
Queensland,Female,22-24,2024,lifetime prevalence %,19.7,disorders_raw_combined,Depression
Queensland,Female,22-24,2024,12-month prevalence %,7.07,disorders_raw_combined,ADHD
Queensland,Female,22-24,2024,lifetime prevalence %,11.84,disorders_raw_combined,ADHD
Queensland,Female,22-24,2024,12-month prevalence %,3.76,disorders_raw_combined,Substance use
Queensland,Female,22-24,2024,lifetime prevalence %,5.44,disorders_raw_combined,Substance use
South Australia,Male,5-11 (Primary),2019,12-month prevalence %,6.96,disorders_raw_combined,Anxiety
South Australia,Male,5-11 (Primary),2019,lifetime prevalence %,10.42,disorders_raw_combined,Anxiety
South Australia,Male,5-11 (Primary),2019,12-month prevalence %,4.25,disorders_raw_combined,Depression
South Australia,Male,5-11 (Primary),2019,lifetime prevalence %,6.67,disorders_raw_combined,Depression
South Australia,Male,5-11 (Primary),2019,12-month prevalence %,4.38,disorders_raw_combined,ADHD
South Australia,Male,5-11 (Primary),2019,lifetime prevalence %,7.78,disorders_raw_combined,ADHD
South Australia,Male,5-11 (Primary),2019,12-month prevalence %,2.23,disorders_raw_combined,Substance use
South Australia,Male,5-11 (Primary),2019,lifetime prevalence %,5.04,disorders_raw_combined,Substance use
South Australia,Male,5-11 (Primary),2020,12-month prevalence %,7.05,disorders_raw_combined,Anxiety
South Australia,Male,5-11 (Primary),2020,lifetime prevalence %,10.58,disorders_raw_combined,Anxiety
South Australia,Male,5-11 (Primary),2020,12-month prevalence %,4.35,disorders_raw_combined,Depression
South Australia,Male,5-11 (Primary),2020,lifetime prevalence %,7.99,disorders_raw_combined,Depression
South Australia,Male,5-11 (Primary),2020,12-month prevalence %,4.42,disorders_raw_combined,ADHD
South Australia,Male,5-11 (Primary),2020,lifetime prevalence %,8.24,disorders_raw_combined,ADHD
South Australia,Male,5-11 (Primary),2020,12-month prevalence %,2.73,disorders_raw_combined,Substance use
South Australia,Male,5-11 (Primary),2020,lifetime prevalence %,3.52,disorders_raw_combined,Substance use
South Australia,Male,5-11 (Primary),2021,12-month prevalence %,5.18,disorders_raw_combined,Anxiety
South Australia,Male,5-11 (Primary),2021,lifetime prevalence %,8.63,disorders_raw_combined,Anxiety
South Australia,Male,5-11 (Primary),2021,12-month prevalence %,4.05,disorders_raw_combined,Depression
South Australia,Male,5-11 (Primary),2021,lifetime prevalence %,7.37,disorders_raw_combined,Depression
South Australia,Male,5-11 (Primary),2021,12-month prevalence %,4.48,disorders_raw_combined,ADHD
South Australia,Male,5-11 (Primary),2021,lifetime prevalence %,7.37,disorders_raw_combined,ADHD
South Australia,Male,5-11 (Primary),2021,12-month prevalence %,2.47,disorders_raw_combined,Substance use
South Australia,Male,5-11 (Primary),2021,lifetime prevalence %,3.86,disorders_raw_combined,Substance use
South Australia,Male,5-11 (Primary),2022,12-month prevalence %,5.54,disorders_raw_combined,Anxiety
South Australia,Male,5-11 (Primary),2022,lifetime prevalence %,8.27,disorders_raw_combined,Anxiety
South Australia,Male,5-11 (Primary),2022,12-month prevalence %,5.17,disorders_raw_combined,Depression
South Australia,Male,5-11 (Primary),2022,lifetime prevalence %,10.0,disorders_raw_combined,Depression
South Australia,Male,5-11 (Primary),2022,12-month prevalence %,3.71,disorders_raw_combined,ADHD
South Australia,Male,5-11 (Primary),2022,lifetime prevalence %,5.21,disorders_raw_combined,ADHD
South Australia,Male,5-11 (Primary),2022,12-month prevalence %,2.68,disorders_raw_combined,Substance use
South Australia,Male,5-11 (Primary),2022,lifetime prevalence %,3.84,disorders_raw_combined,Substance use
South Australia,Male,5-11 (Primary),2023,12-month prevalence %,6.91,disorders_raw_combined,Anxiety
South Australia,Male,5-11 (Primary),2023,lifetime prevalence %,12.2,disorders_raw_combined,Anxiety
South Australia,Male,5-11 (Primary),2023,12-month prevalence %,4.47,disorders_raw_combined,Depression
South Australia,Male,5-11 (Primary),2023,lifetime prevalence %,7.63,disorders_raw_combined,Depression
South Australia,Male,5-11 (Primary),2023,12-month prevalence %,3.72,disorders_raw_combined,ADHD
South Australia,Male,5-11 (Primary),2023,lifetime prevalence %,5.2,disorders_raw_combined,ADHD
South Australia,Male,5-11 (Primary),2023,12-month prevalence %,2.16,disorders_raw_combined,Substance use
South Australia,Male,5-11 (Primary),2023,lifetime prevalence %,3.89,disorders_raw_combined,Substance use
South Australia,Male,5-11 (Primary),2024,12-month prevalence %,6.94,disorders_raw_combined,Anxiety
South Australia,Male,5-11 (Primary),2024,lifetime prevalence %,10.57,disorders_raw_combined,Anxiety
South Australia,Male,5-11 (Primary),2024,12-month prevalence %,4.28,disorders_raw_combined,Depression
South Australia,Male,5-11 (Primary),2024,lifetime prevalence %,5.81,disorders_raw_combined,Depression
South Australia,Male,5-11 (Primary),2024,12-month prevalence %,4.58,disorders_raw_combined,ADHD
South Australia,Male,5-11 (Primary),2024,lifetime prevalence %,6.61,disorders_raw_combined,ADHD
South Australia,Male,5-11 (Primary),2024,12-month prevalence %,2.3,disorders_raw_combined,Substance use
South Australia,Male,5-11 (Primary),2024,lifetime prevalence %,2.58,disorders_raw_combined,Substance use
South Australia,Male,12-14,2019,12-month prevalence %,9.45,disorders_raw_combined,Anxiety
South Australia,Male,12-14,2019,lifetime prevalence %,16.46,disorders_raw_combined,Anxiety
South Australia,Male,12-14,2019,12-month prevalence %,7.26,disorders_raw_combined,Depression
South Australia,Male,12-14,2019,lifetime prevalence %,12.88,disorders_raw_combined,Depression
South Australia,Male,12-14,2019,12-month prevalence %,5.25,disorders_raw_combined,ADHD
South Australia,Male,12-14,2019,lifetime prevalence %,10.17,disorders_raw_combined,ADHD
South Australia,Male,12-14,2019,12-month prevalence %,3.95,disorders_raw_combined,Substance use
South Australia,Male,12-14,2019,lifetime prevalence %,5.78,disorders_raw_combined,Substance use
South Australia,Male,12-14,2020,12-month prevalence %,9.29,disorders_raw_combined,Anxiety
South Australia,Male,12-14,2020,lifetime prevalence %,14.35,disorders_raw_combined,Anxiety
South Australia,Male,12-14,2020,12-month prevalence %,8.05,disorders_raw_combined,Depression
South Australia,Male,12-14,2020,lifetime prevalence %,14.87,disorders_raw_combined,Depression
South Australia,Male,12-14,2020,12-month prevalence %,5.9,disorders_raw_combined,ADHD
South Australia,Male,12-14,2020,lifetime prevalence %,9.61,disorders_raw_combined,ADHD
South Australia,Male,12-14,2020,12-month prevalence %,3.99,disorders_raw_combined,Substance use
South Australia,Male,12-14,2020,lifetime prevalence %,6.35,disorders_raw_combined,Substance use
South Australia,Male,12-14,2021,12-month prevalence %,7.91,disorders_raw_combined,Anxiety
South Australia,Male,12-14,2021,lifetime prevalence %,13.94,disorders_raw_combined,Anxiety
South Australia,Male,12-14,2021,12-month prevalence %,6.96,disorders_raw_combined,Depression
South Australia,Male,12-14,2021,lifetime prevalence %,13.32,disorders_raw_combined,Depression
South Australia,Male,12-14,2021,12-month prevalence %,5.88,disorders_raw_combined,ADHD
South Australia,Male,12-14,2021,lifetime prevalence %,8.84,disorders_raw_combined,ADHD
South Australia,Male,12-14,2021,12-month prevalence %,3.97,disorders_raw_combined,Substance use
South Australia,Male,12-14,2021,lifetime prevalence %,8.13,disorders_raw_combined,Substance use
South Australia,Male,12-14,2022,12-month prevalence %,8.16,disorders_raw_combined,Anxiety
South Australia,Male,12-14,2022,lifetime prevalence %,13.33,disorders_raw_combined,Anxiety
South Australia,Male,12-14,2022,12-month prevalence %,7.16,disorders_raw_combined,Depression
South Australia,Male,12-14,2022,lifetime prevalence %,12.79,disorders_raw_combined,Depression
South Australia,Male,12-14,2022,12-month prevalence %,6.28,disorders_raw_combined,ADHD
South Australia,Male,12-14,2022,lifetime prevalence %,11.05,disorders_raw_combined,ADHD
South Australia,Male,12-14,2022,12-month prevalence %,4.07,disorders_raw_combined,Substance use
South Australia,Male,12-14,2022,lifetime prevalence %,7.63,disorders_raw_combined,Substance use
South Australia,Male,12-14,2023,12-month prevalence %,7.83,disorders_raw_combined,Anxiety
South Australia,Male,12-14,2023,lifetime prevalence %,14.72,disorders_raw_combined,Anxiety
South Australia,Male,12-14,2023,12-month prevalence %,8.05,disorders_raw_combined,Depression
South Australia,Male,12-14,2023,lifetime prevalence %,14.21,disorders_raw_combined,Depression
South Australia,Male,12-14,2023,12-month prevalence %,6.45,disorders_raw_combined,ADHD
South Australia,Male,12-14,2023,lifetime prevalence %,11.94,disorders_raw_combined,ADHD
South Australia,Male,12-14,2023,12-month prevalence %,3.02,disorders_raw_combined,Substance use
South Australia,Male,12-14,2023,lifetime prevalence %,5.54,disorders_raw_combined,Substance use
South Australia,Male,12-14,2024,12-month prevalence %,8.23,disorders_raw_combined,Anxiety
South Australia,Male,12-14,2024,lifetime prevalence %,13.26,disorders_raw_combined,Anxiety
South Australia,Male,12-14,2024,12-month prevalence %,8.03,disorders_raw_combined,Depression
South Australia,Male,12-14,2024,lifetime prevalence %,13.8,disorders_raw_combined,Depression
South Australia,Male,12-14,2024,12-month prevalence %,5.43,disorders_raw_combined,ADHD
South Australia,Male,12-14,2024,lifetime prevalence %,8.3,disorders_raw_combined,ADHD
South Australia,Male,12-14,2024,12-month prevalence %,3.57,disorders_raw_combined,Substance use
South Australia,Male,12-14,2024,lifetime prevalence %,4.89,disorders_raw_combined,Substance use
South Australia,Male,15-17,2019,12-month prevalence %,12.07,disorders_raw_combined,Anxiety
South Australia,Male,15-17,2019,lifetime prevalence %,21.59,disorders_raw_combined,Anxiety
South Australia,Male,15-17,2019,12-month prevalence %,9.15,disorders_raw_combined,Depression
South Australia,Male,15-17,2019,lifetime prevalence %,15.61,disorders_raw_combined,Depression
South Australia,Male,15-17,2019,12-month prevalence %,9.06,disorders_raw_combined,ADHD
South Australia,Male,15-17,2019,lifetime prevalence %,14.99,disorders_raw_combined,ADHD
South Australia,Male,15-17,2019,12-month prevalence %,4.42,disorders_raw_combined,Substance use
South Australia,Male,15-17,2019,lifetime prevalence %,7.26,disorders_raw_combined,Substance use
South Australia,Male,15-17,2020,12-month prevalence %,12.1,disorders_raw_combined,Anxiety
South Australia,Male,15-17,2020,lifetime prevalence %,21.95,disorders_raw_combined,Anxiety
South Australia,Male,15-17,2020,12-month prevalence %,7.92,disorders_raw_combined,Depression
South Australia,Male,15-17,2020,lifetime prevalence %,12.42,disorders_raw_combined,Depression
South Australia,Male,15-17,2020,12-month prevalence %,8.6,disorders_raw_combined,ADHD
South Australia,Male,15-17,2020,lifetime prevalence %,13.13,disorders_raw_combined,ADHD
South Australia,Male,15-17,2020,12-month prevalence %,4.69,disorders_raw_combined,Substance use
South Australia,Male,15-17,2020,lifetime prevalence %,8.56,disorders_raw_combined,Substance use
South Australia,Male,15-17,2021,12-month prevalence %,10.59,disorders_raw_combined,Anxiety
South Australia,Male,15-17,2021,lifetime prevalence %,17.46,disorders_raw_combined,Anxiety
South Australia,Male,15-17,2021,12-month prevalence %,8.84,disorders_raw_combined,Depression
South Australia,Male,15-17,2021,lifetime prevalence %,15.06,disorders_raw_combined,Depression
South Australia,Male,15-17,2021,12-month prevalence %,8.14,disorders_raw_combined,ADHD
South Australia,Male,15-17,2021,lifetime prevalence %,14.62,disorders_raw_combined,ADHD
South Australia,Male,15-17,2021,12-month prevalence %,4.1,disorders_raw_combined,Substance use
South Australia,Male,15-17,2021,lifetime prevalence %,6.2,disorders_raw_combined,Substance use
South Australia,Male,15-17,2022,12-month prevalence %,13.77,disorders_raw_combined,Anxiety
South Australia,Male,15-17,2022,lifetime prevalence %,24.53,disorders_raw_combined,Anxiety
South Australia,Male,15-17,2022,12-month prevalence %,8.99,disorders_raw_combined,Depression
South Australia,Male,15-17,2022,lifetime prevalence %,13.96,disorders_raw_combined,Depression
South Australia,Male,15-17,2022,12-month prevalence %,6.78,disorders_raw_combined,ADHD
South Australia,Male,15-17,2022,lifetime prevalence %,12.4,disorders_raw_combined,ADHD
South Australia,Male,15-17,2022,12-month prevalence %,4.16,disorders_raw_combined,Substance use
South Australia,Male,15-17,2022,lifetime prevalence %,6.22,disorders_raw_combined,Substance use
South Australia,Male,15-17,2023,12-month prevalence %,11.2,disorders_raw_combined,Anxiety
South Australia,Male,15-17,2023,lifetime prevalence %,18.78,disorders_raw_combined,Anxiety
South Australia,Male,15-17,2023,12-month prevalence %,10.09,disorders_raw_combined,Depression
South Australia,Male,15-17,2023,lifetime prevalence %,16.07,disorders_raw_combined,Depression
South Australia,Male,15-17,2023,12-month prevalence %,7.72,disorders_raw_combined,ADHD
South Australia,Male,15-17,2023,lifetime prevalence %,14.41,disorders_raw_combined,ADHD
South Australia,Male,15-17,2023,12-month prevalence %,4.79,disorders_raw_combined,Substance use
South Australia,Male,15-17,2023,lifetime prevalence %,8.11,disorders_raw_combined,Substance use
South Australia,Male,15-17,2024,12-month prevalence %,13.66,disorders_raw_combined,Anxiety
South Australia,Male,15-17,2024,lifetime prevalence %,23.39,disorders_raw_combined,Anxiety
South Australia,Male,15-17,2024,12-month prevalence %,9.4,disorders_raw_combined,Depression
South Australia,Male,15-17,2024,lifetime prevalence %,17.01,disorders_raw_combined,Depression
South Australia,Male,15-17,2024,12-month prevalence %,6.79,disorders_raw_combined,ADHD
South Australia,Male,15-17,2024,lifetime prevalence %,10.66,disorders_raw_combined,ADHD
South Australia,Male,15-17,2024,12-month prevalence %,5.64,disorders_raw_combined,Substance use
South Australia,Male,15-17,2024,lifetime prevalence %,8.88,disorders_raw_combined,Substance use
South Australia,Male,18-21,2019,12-month prevalence %,11.58,disorders_raw_combined,Anxiety
South Australia,Male,18-21,2019,lifetime prevalence %,18.68,disorders_raw_combined,Anxiety
South Australia,Male,18-21,2019,12-month prevalence %,12.06,disorders_raw_combined,Depression
South Australia,Male,18-21,2019,lifetime prevalence %,19.55,disorders_raw_combined,Depression
South Australia,Male,18-21,2019,12-month prevalence %,8.55,disorders_raw_combined,ADHD
South Australia,Male,18-21,2019,lifetime prevalence %,15.24,disorders_raw_combined,ADHD
South Australia,Male,18-21,2019,12-month prevalence %,4.31,disorders_raw_combined,Substance use
South Australia,Male,18-21,2019,lifetime prevalence %,6.67,disorders_raw_combined,Substance use
South Australia,Male,18-21,2020,12-month prevalence %,14.81,disorders_raw_combined,Anxiety
South Australia,Male,18-21,2020,lifetime prevalence %,24.5,disorders_raw_combined,Anxiety
South Australia,Male,18-21,2020,12-month prevalence %,9.86,disorders_raw_combined,Depression
South Australia,Male,18-21,2020,lifetime prevalence %,16.94,disorders_raw_combined,Depression
South Australia,Male,18-21,2020,12-month prevalence %,9.37,disorders_raw_combined,ADHD
South Australia,Male,18-21,2020,lifetime prevalence %,15.37,disorders_raw_combined,ADHD
South Australia,Male,18-21,2020,12-month prevalence %,4.57,disorders_raw_combined,Substance use
South Australia,Male,18-21,2020,lifetime prevalence %,6.35,disorders_raw_combined,Substance use
South Australia,Male,18-21,2021,12-month prevalence %,12.54,disorders_raw_combined,Anxiety
South Australia,Male,18-21,2021,lifetime prevalence %,21.82,disorders_raw_combined,Anxiety
South Australia,Male,18-21,2021,12-month prevalence %,11.95,disorders_raw_combined,Depression
South Australia,Male,18-21,2021,lifetime prevalence %,20.32,disorders_raw_combined,Depression
South Australia,Male,18-21,2021,12-month prevalence %,7.38,disorders_raw_combined,ADHD
South Australia,Male,18-21,2021,lifetime prevalence %,12.91,disorders_raw_combined,ADHD
South Australia,Male,18-21,2021,12-month prevalence %,4.44,disorders_raw_combined,Substance use
South Australia,Male,18-21,2021,lifetime prevalence %,6.44,disorders_raw_combined,Substance use
South Australia,Male,18-21,2022,12-month prevalence %,11.88,disorders_raw_combined,Anxiety
South Australia,Male,18-21,2022,lifetime prevalence %,21.48,disorders_raw_combined,Anxiety
South Australia,Male,18-21,2022,12-month prevalence %,10.85,disorders_raw_combined,Depression
South Australia,Male,18-21,2022,lifetime prevalence %,16.97,disorders_raw_combined,Depression
South Australia,Male,18-21,2022,12-month prevalence %,9.76,disorders_raw_combined,ADHD
South Australia,Male,18-21,2022,lifetime prevalence %,16.26,disorders_raw_combined,ADHD
South Australia,Male,18-21,2022,12-month prevalence %,4.58,disorders_raw_combined,Substance use
South Australia,Male,18-21,2022,lifetime prevalence %,8.32,disorders_raw_combined,Substance use
South Australia,Male,18-21,2023,12-month prevalence %,13.71,disorders_raw_combined,Anxiety
South Australia,Male,18-21,2023,lifetime prevalence %,23.69,disorders_raw_combined,Anxiety
South Australia,Male,18-21,2023,12-month prevalence %,10.18,disorders_raw_combined,Depression
South Australia,Male,18-21,2023,lifetime prevalence %,16.47,disorders_raw_combined,Depression
South Australia,Male,18-21,2023,12-month prevalence %,6.95,disorders_raw_combined,ADHD
