state,sex,age_band,year,sheet,metric,value
Western Australia,Male,18-21,2022,ADHD,lifetime prevalence %,15.17
Western Australia,Male,18-21,2022,Substance use,12-month prevalence %,5.08
Western Australia,Male,18-21,2022,Substance use,lifetime prevalence %,9.96
Western Australia,Male,18-21,2023,Anxiety,12-month prevalence %,12.21
Western Australia,Male,18-21,2023,Anxiety,lifetime prevalence %,19.86
Western Australia,Male,18-21,2023,Depression,12-month prevalence %,10.08
Western Australia,Male,18-21,2023,Depression,lifetime prevalence %,18.39
Western Australia,Male,18-21,2023,ADHD,12-month prevalence %,7.9
Western Australia,Male,18-21,2023,ADHD,lifetime prevalence %,13.56
Western Australia,Male,18-21,2023,Substance use,12-month prevalence %,4.68
Western Australia,Male,18-21,2023,Substance use,lifetime prevalence %,6.9
Western Australia,Male,18-21,2024,Anxiety,12-month prevalence %,12.8
Western Australia,Male,18-21,2024,Anxiety,lifetime prevalence %,21.63
Western Australia,Male,18-21,2024,Depression,12-month prevalence %,11.33
Western Australia,Male,18-21,2024,Depression,lifetime prevalence %,19.03
Western Australia,Male,18-21,2024,ADHD,12-month prevalence %,9.34
Western Australia,Male,18-21,2024,ADHD,lifetime prevalence %,17.14
Western Australia,Male,18-21,2024,Substance use,12-month prevalence %,4.44
Western Australia,Male,18-21,2024,Substance use,lifetime prevalence %,8.16
Western Australia,Male,22-24,2019,Anxiety,12-month prevalence %,10.56
Western Australia,Male,22-24,2019,Anxiety,lifetime prevalence %,17.57
Western Australia,Male,22-24,2019,Depression,12-month prevalence %,7.51
Western Australia,Male,22-24,2019,Depression,lifetime prevalence %,13.07
Western Australia,Male,22-24,2019,ADHD,12-month prevalence %,8.07
Western Australia,Male,22-24,2019,ADHD,lifetime prevalence %,13.19
Western Australia,Male,22-24,2019,Substance use,12-month prevalence %,4.72
Western Australia,Male,22-24,2019,Substance use,lifetime prevalence %,8.97
Western Australia,Male,22-24,2020,Anxiety,12-month prevalence %,11.24
Western Australia,Male,22-24,2020,Anxiety,lifetime prevalence %,18.47
Western Australia,Male,22-24,2020,Depression,12-month prevalence %,7.63
Western Australia,Male,22-24,2020,Depression,lifetime prevalence %,14.25
Western Australia,Male,22-24,2020,ADHD,12-month prevalence %,6.68
Western Australia,Male,22-24,2020,ADHD,lifetime prevalence %,11.87
Western Australia,Male,22-24,2020,Substance use,12-month prevalence %,4.37
Western Australia,Male,22-24,2020,Substance use,lifetime prevalence %,8.46
Western Australia,Male,22-24,2021,Anxiety,12-month prevalence %,10.84
Western Australia,Male,22-24,2021,Anxiety,lifetime prevalence %,19.47
Western Australia,Male,22-24,2021,Depression,12-month prevalence %,10.1
Western Australia,Male,22-24,2021,Depression,lifetime prevalence %,18.19
Western Australia,Male,22-24,2021,ADHD,12-month prevalence %,6.7
Western Australia,Male,22-24,2021,ADHD,lifetime prevalence %,10.79
Western Australia,Male,22-24,2021,Substance use,12-month prevalence %,4.29
Western Australia,Male,22-24,2021,Substance use,lifetime prevalence %,8.14
Western Australia,Male,22-24,2022,Anxiety,12-month prevalence %,12.18
Western Australia,Male,22-24,2022,Anxiety,lifetime prevalence %,19.97
Western Australia,Male,22-24,2022,Depression,12-month prevalence %,8.69
Western Australia,Male,22-24,2022,Depression,lifetime prevalence %,13.99
Western Australia,Male,22-24,2022,ADHD,12-month prevalence %,7.95
Western Australia,Male,22-24,2022,ADHD,lifetime prevalence %,14.62
Western Australia,Male,22-24,2022,Substance use,12-month prevalence %,4.15
Western Australia,Male,22-24,2022,Substance use,lifetime prevalence %,8.42
Western Australia,Male,22-24,2023,Anxiety,12-month prevalence %,11.58
Western Australia,Male,22-24,2023,Anxiety,lifetime prevalence %,19.38
Western Australia,Male,22-24,2023,Depression,12-month prevalence %,7.33
Western Australia,Male,22-24,2023,Depression,lifetime prevalence %,11.96
Western Australia,Male,22-24,2023,ADHD,12-month prevalence %,8.06
Western Australia,Male,22-24,2023,ADHD,lifetime prevalence %,14.36
Western Australia,Male,22-24,2023,Substance use,12-month prevalence %,5.08
Western Australia,Male,22-24,2023,Substance use,lifetime prevalence %,7.23
Western Australia,Male,22-24,2024,Anxiety,12-month prevalence %,12.76
Western Australia,Male,22-24,2024,Anxiety,lifetime prevalence %,21.79
Western Australia,Male,22-24,2024,Depression,12-month prevalence %,10.21
Western Australia,Male,22-24,2024,Depression,lifetime prevalence %,18.12
Western Australia,Male,22-24,2024,ADHD,12-month prevalence %,7.19
Western Australia,Male,22-24,2024,ADHD,lifetime prevalence %,12.69
Western Australia,Male,22-24,2024,Substance use,12-month prevalence %,5.13
Western Australia,Male,22-24,2024,Substance use,lifetime prevalence %,7.48
Western Australia,Female,5-11 (Primary),2019,Anxiety,12-month prevalence %,6.48
Western Australia,Female,5-11 (Primary),2019,Anxiety,lifetime prevalence %,10.76
Western Australia,Female,5-11 (Primary),2019,Depression,12-month prevalence %,5.13
Western Australia,Female,5-11 (Primary),2019,Depression,lifetime prevalence %,8.89
Western Australia,Female,5-11 (Primary),2019,ADHD,12-month prevalence %,3.44
Western Australia,Female,5-11 (Primary),2019,ADHD,lifetime prevalence %,6.38
Western Australia,Female,5-11 (Primary),2019,Substance use,12-month prevalence %,1.68
Western Australia,Female,5-11 (Primary),2019,Substance use,lifetime prevalence %,3.96
Western Australia,Female,5-11 (Primary),2020,Anxiety,12-month prevalence %,6.44
Western Australia,Female,5-11 (Primary),2020,Anxiety,lifetime prevalence %,9.71
Western Australia,Female,5-11 (Primary),2020,Depression,12-month prevalence %,6.14
Western Australia,Female,5-11 (Primary),2020,Depression,lifetime prevalence %,9.6
Western Australia,Female,5-11 (Primary),2020,ADHD,12-month prevalence %,3.04
Western Australia,Female,5-11 (Primary),2020,ADHD,lifetime prevalence %,4.62
Western Australia,Female,5-11 (Primary),2020,Substance use,12-month prevalence %,1.84
Western Australia,Female,5-11 (Primary),2020,Substance use,lifetime prevalence %,3.69
Western Australia,Female,5-11 (Primary),2021,Anxiety,12-month prevalence %,6.41
Western Australia,Female,5-11 (Primary),2021,Anxiety,lifetime prevalence %,12.01
Western Australia,Female,5-11 (Primary),2021,Depression,12-month prevalence %,5.62
Western Australia,Female,5-11 (Primary),2021,Depression,lifetime prevalence %,10.37
Western Australia,Female,5-11 (Primary),2021,ADHD,12-month prevalence %,3.8
Western Australia,Female,5-11 (Primary),2021,ADHD,lifetime prevalence %,7.7
Western Australia,Female,5-11 (Primary),2021,Substance use,12-month prevalence %,2.12
Western Australia,Female,5-11 (Primary),2021,Substance use,lifetime prevalence %,4.22
Western Australia,Female,5-11 (Primary),2022,Anxiety,12-month prevalence %,6.61
Western Australia,Female,5-11 (Primary),2022,Anxiety,lifetime prevalence %,10.75
Western Australia,Female,5-11 (Primary),2022,Depression,12-month prevalence %,5.52
Western Australia,Female,5-11 (Primary),2022,Depression,lifetime prevalence %,8.92
Western Australia,Female,5-11 (Primary),2022,ADHD,12-month prevalence %,3.3
Western Australia,Female,5-11 (Primary),2022,ADHD,lifetime prevalence %,5.45
Western Australia,Female,5-11 (Primary),2022,Substance use,12-month prevalence %,2.02
Western Australia,Female,5-11 (Primary),2022,Substance use,lifetime prevalence %,3.15
Western Australia,Female,5-11 (Primary),2023,Anxiety,12-month prevalence %,6.47
Western Australia,Female,5-11 (Primary),2023,Anxiety,lifetime prevalence %,11.63
Western Australia,Female,5-11 (Primary),2023,Depression,12-month prevalence %,4.97
Western Australia,Female,5-11 (Primary),2023,Depression,lifetime prevalence %,7.47
Western Australia,Female,5-11 (Primary),2023,ADHD,12-month prevalence %,2.99
Western Australia,Female,5-11 (Primary),2023,ADHD,lifetime prevalence %,5.2
Western Australia,Female,5-11 (Primary),2023,Substance use,12-month prevalence %,1.69
Western Australia,Female,5-11 (Primary),2023,Substance use,lifetime prevalence %,3.35
Western Australia,Female,5-11 (Primary),2024,Anxiety,12-month prevalence %,6.73
Western Australia,Female,5-11 (Primary),2024,Anxiety,lifetime prevalence %,10.83
Western Australia,Female,5-11 (Primary),2024,Depression,12-month prevalence %,5.84
Western Australia,Female,5-11 (Primary),2024,Depression,lifetime prevalence %,10.76
Western Australia,Female,5-11 (Primary),2024,ADHD,12-month prevalence %,2.88
Western Australia,Female,5-11 (Primary),2024,ADHD,lifetime prevalence %,5.35
Western Australia,Female,5-11 (Primary),2024,Substance use,12-month prevalence %,1.68
Western Australia,Female,5-11 (Primary),2024,Substance use,lifetime prevalence %,4.33
Western Australia,Female,12-14,2019,Anxiety,12-month prevalence %,9.74
Western Australia,Female,12-14,2019,Anxiety,lifetime prevalence %,16.3
Western Australia,Female,12-14,2019,Depression,12-month prevalence %,8.11
Western Australia,Female,12-14,2019,Depression,lifetime prevalence %,13.2
Western Australia,Female,12-14,2019,ADHD,12-month prevalence %,5.59
Western Australia,Female,12-14,2019,ADHD,lifetime prevalence %,10.98
Western Australia,Female,12-14,2019,Substance use,12-month prevalence %,2.7
Western Australia,Female,12-14,2019,Substance use,lifetime prevalence %,3.44
Western Australia,Female,12-14,2020,Anxiety,12-month prevalence %,9.85
Western Australia,Female,12-14,2020,Anxiety,lifetime prevalence %,16.35
Western Australia,Female,12-14,2020,Depression,12-month prevalence %,6.79
Western Australia,Female,12-14,2020,Depression,lifetime prevalence %,11.15
Western Australia,Female,12-14,2020,ADHD,12-month prevalence %,5.1
Western Australia,Female,12-14,2020,ADHD,lifetime prevalence %,7.73
Western Australia,Female,12-14,2020,Substance use,12-month prevalence %,2.81
Western Australia,Female,12-14,2020,Substance use,lifetime prevalence %,4.56
Western Australia,Female,12-14,2021,Anxiety,12-month prevalence %,10.65
Western Australia,Female,12-14,2021,Anxiety,lifetime prevalence %,18.29
Western Australia,Female,12-14,2021,Depression,12-month prevalence %,7.18
Western Australia,Female,12-14,2021,Depression,lifetime prevalence %,12.35
Western Australia,Female,12-14,2021,ADHD,12-month prevalence %,5.32
Western Australia,Female,12-14,2021,ADHD,lifetime prevalence %,10.54
Western Australia,Female,12-14,2021,Substance use,12-month prevalence %,3.06
Western Australia,Female,12-14,2021,Substance use,lifetime prevalence %,6.57
Western Australia,Female,12-14,2022,Anxiety,12-month prevalence %,10.64
Western Australia,Female,12-14,2022,Anxiety,lifetime prevalence %,19.27
Western Australia,Female,12-14,2022,Depression,12-month prevalence %,8.95
Western Australia,Female,12-14,2022,Depression,lifetime prevalence %,14.81
Western Australia,Female,12-14,2022,ADHD,12-month prevalence %,4.18
Western Australia,Female,12-14,2022,ADHD,lifetime prevalence %,6.49
Western Australia,Female,12-14,2022,Substance use,12-month prevalence %,2.61
Western Australia,Female,12-14,2022,Substance use,lifetime prevalence %,4.1
Western Australia,Female,12-14,2023,Anxiety,12-month prevalence %,11.86
Western Australia,Female,12-14,2023,Anxiety,lifetime prevalence %,20.29
Western Australia,Female,12-14,2023,Depression,12-month prevalence %,8.42
Western Australia,Female,12-14,2023,Depression,lifetime prevalence %,15.2
Western Australia,Female,12-14,2023,ADHD,12-month prevalence %,5.53
Western Australia,Female,12-14,2023,ADHD,lifetime prevalence %,10.2
Western Australia,Female,12-14,2023,Substance use,12-month prevalence %,3.32
Western Australia,Female,12-14,2023,Substance use,lifetime prevalence %,5.29
Western Australia,Female,12-14,2024,Anxiety,12-month prevalence %,10.08
Western Australia,Female,12-14,2024,Anxiety,lifetime prevalence %,17.19
Western Australia,Female,12-14,2024,Depression,12-month prevalence %,7.34
Western Australia,Female,12-14,2024,Depression,lifetime prevalence %,11.18
Western Australia,Female,12-14,2024,ADHD,12-month prevalence %,4.4
Western Australia,Female,12-14,2024,ADHD,lifetime prevalence %,8.01
Western Australia,Female,12-14,2024,Substance use,12-month prevalence %,3.52
Western Australia,Female,12-14,2024,Substance use,lifetime prevalence %,6.46
Western Australia,Female,15-17,2019,Anxiety,12-month prevalence %,15.64
Western Australia,Female,15-17,2019,Anxiety,lifetime prevalence %,25.32
Western Australia,Female,15-17,2019,Depression,12-month prevalence %,10.45
Western Australia,Female,15-17,2019,Depression,lifetime prevalence %,18.15
Western Australia,Female,15-17,2019,ADHD,12-month prevalence %,6.58
Western Australia,Female,15-17,2019,ADHD,lifetime prevalence %,10.62
Western Australia,Female,15-17,2019,Substance use,12-month prevalence %,4.72
Western Australia,Female,15-17,2019,Substance use,lifetime prevalence %,7.24
Western Australia,Female,15-17,2020,Anxiety,12-month prevalence %,15.41
Western Australia,Female,15-17,2020,Anxiety,lifetime prevalence %,26.11
Western Australia,Female,15-17,2020,Depression,12-month prevalence %,12.9
Western Australia,Female,15-17,2020,Depression,lifetime prevalence %,20.44
Western Australia,Female,15-17,2020,ADHD,12-month prevalence %,7.03
Western Australia,Female,15-17,2020,ADHD,lifetime prevalence %,12.99
Western Australia,Female,15-17,2020,Substance use,12-month prevalence %,4.49
Western Australia,Female,15-17,2020,Substance use,lifetime prevalence %,6.23
Western Australia,Female,15-17,2021,Anxiety,12-month prevalence %,13.56
Western Australia,Female,15-17,2021,Anxiety,lifetime prevalence %,23.0
Western Australia,Female,15-17,2021,Depression,12-month prevalence %,10.71
Western Australia,Female,15-17,2021,Depression,lifetime prevalence %,17.36
Western Australia,Female,15-17,2021,ADHD,12-month prevalence %,5.54
Western Australia,Female,15-17,2021,ADHD,lifetime prevalence %,9.69
Western Australia,Female,15-17,2021,Substance use,12-month prevalence %,4.75
Western Australia,Female,15-17,2021,Substance use,lifetime prevalence %,8.13
Western Australia,Female,15-17,2022,Anxiety,12-month prevalence %,13.36
Western Australia,Female,15-17,2022,Anxiety,lifetime prevalence %,21.71
Western Australia,Female,15-17,2022,Depression,12-month prevalence %,12.81
Western Australia,Female,15-17,2022,Depression,lifetime prevalence %,22.95
Western Australia,Female,15-17,2022,ADHD,12-month prevalence %,5.64
Western Australia,Female,15-17,2022,ADHD,lifetime prevalence %,10.56
Western Australia,Female,15-17,2022,Substance use,12-month prevalence %,4.37
Western Australia,Female,15-17,2022,Substance use,lifetime prevalence %,6.86
Western Australia,Female,15-17,2023,Anxiety,12-month prevalence %,14.68
Western Australia,Female,15-17,2023,Anxiety,lifetime prevalence %,24.51
Western Australia,Female,15-17,2023,Depression,12-month prevalence %,10.49
Western Australia,Female,15-17,2023,Depression,lifetime prevalence %,17.96
Western Australia,Female,15-17,2023,ADHD,12-month prevalence %,7.37
Western Australia,Female,15-17,2023,ADHD,lifetime prevalence %,11.98
Western Australia,Female,15-17,2023,Substance use,12-month prevalence %,3.52
Western Australia,Female,15-17,2023,Substance use,lifetime prevalence %,7.18
Western Australia,Female,15-17,2024,Anxiety,12-month prevalence %,13.48
Western Australia,Female,15-17,2024,Anxiety,lifetime prevalence %,22.05
Western Australia,Female,15-17,2024,Depression,12-month prevalence %,12.4
Western Australia,Female,15-17,2024,Depression,lifetime prevalence %,20.96
Western Australia,Female,15-17,2024,ADHD,12-month prevalence %,7.44
Western Australia,Female,15-17,2024,ADHD,lifetime prevalence %,14.11
Western Australia,Female,15-17,2024,Substance use,12-month prevalence %,3.59
Western Australia,Female,15-17,2024,Substance use,lifetime prevalence %,6.76
Western Australia,Female,18-21,2019,Anxiety,12-month prevalence %,15.07
Western Australia,Female,18-21,2019,Anxiety,lifetime prevalence %,25.31
Western Australia,Female,18-21,2019,Depression,12-month prevalence %,11.38
Western Australia,Female,18-21,2019,Depression,lifetime prevalence %,19.39
Western Australia,Female,18-21,2019,ADHD,12-month prevalence %,7.81
Western Australia,Female,18-21,2019,ADHD,lifetime prevalence %,12.25
Western Australia,Female,18-21,2019,Substance use,12-month prevalence %,4.26
Western Australia,Female,18-21,2019,Substance use,lifetime prevalence %,6.36
Western Australia,Female,18-21,2020,Anxiety,12-month prevalence %,13.68
Western Australia,Female,18-21,2020,Anxiety,lifetime prevalence %,21.96
Western Australia,Female,18-21,2020,Depression,12-month prevalence %,13.77
Western Australia,Female,18-21,2020,Depression,lifetime prevalence %,22.97
Western Australia,Female,18-21,2020,ADHD,12-month prevalence %,7.16
Western Australia,Female,18-21,2020,ADHD,lifetime prevalence %,11.29
Western Australia,Female,18-21,2020,Substance use,12-month prevalence %,4.37
Western Australia,Female,18-21,2020,Substance use,lifetime prevalence %,5.94
Western Australia,Female,18-21,2021,Anxiety,12-month prevalence %,16.0
Western Australia,Female,18-21,2021,Anxiety,lifetime prevalence %,26.51
Western Australia,Female,18-21,2021,Depression,12-month prevalence %,11.57
Western Australia,Female,18-21,2021,Depression,lifetime prevalence %,18.52
Western Australia,Female,18-21,2021,ADHD,12-month prevalence %,7.76
Western Australia,Female,18-21,2021,ADHD,lifetime prevalence %,11.82
Western Australia,Female,18-21,2021,Substance use,12-month prevalence %,3.71
Western Australia,Female,18-21,2021,Substance use,lifetime prevalence %,7.43
Western Australia,Female,18-21,2022,Anxiety,12-month prevalence %,16.56
Western Australia,Female,18-21,2022,Anxiety,lifetime prevalence %,27.91
Western Australia,Female,18-21,2022,Depression,12-month prevalence %,12.73
Western Australia,Female,18-21,2022,Depression,lifetime prevalence %,21.63
Western Australia,Female,18-21,2022,ADHD,12-month prevalence %,6.68
Western Australia,Female,18-21,2022,ADHD,lifetime prevalence %,10.24
Western Australia,Female,18-21,2022,Substance use,12-month prevalence %,4.26
Western Australia,Female,18-21,2022,Substance use,lifetime prevalence %,8.08
Western Australia,Female,18-21,2023,Anxiety,12-month prevalence %,13.53
Western Australia,Female,18-21,2023,Anxiety,lifetime prevalence %,21.69
Western Australia,Female,18-21,2023,Depression,12-month prevalence %,13.48
Western Australia,Female,18-21,2023,Depression,lifetime prevalence %,23.25
Western Australia,Female,18-21,2023,ADHD,12-month prevalence %,6.29
Western Australia,Female,18-21,2023,ADHD,lifetime prevalence %,10.06
Western Australia,Female,18-21,2023,Substance use,12-month prevalence %,5.0
Western Australia,Female,18-21,2023,Substance use,lifetime prevalence %,8.07
Western Australia,Female,18-21,2024,Anxiety,12-month prevalence %,17.57
Western Australia,Female,18-21,2024,Anxiety,lifetime prevalence %,30.14
Western Australia,Female,18-21,2024,Depression,12-month prevalence %,10.35
Western Australia,Female,18-21,2024,Depression,lifetime prevalence %,16.88
Western Australia,Female,18-21,2024,ADHD,12-month prevalence %,6.92
Western Australia,Female,18-21,2024,ADHD,lifetime prevalence %,10.83
Western Australia,Female,18-21,2024,Substance use,12-month prevalence %,5.06
Western Australia,Female,18-21,2024,Substance use,lifetime prevalence %,9.64
Western Australia,Female,22-24,2019,Anxiety,12-month prevalence %,14.69
Western Australia,Female,22-24,2019,Anxiety,lifetime prevalence %,26.3
Western Australia,Female,22-24,2019,Depression,12-month prevalence %,9.63
Western Australia,Female,22-24,2019,Depression,lifetime prevalence %,15.12
Western Australia,Female,22-24,2019,ADHD,12-month prevalence %,6.91
Western Australia,Female,22-24,2019,ADHD,lifetime prevalence %,12.72
Western Australia,Female,22-24,2019,Substance use,12-month prevalence %,3.47
Western Australia,Female,22-24,2019,Substance use,lifetime prevalence %,5.14
Western Australia,Female,22-24,2020,Anxiety,12-month prevalence %,14.99
Western Australia,Female,22-24,2020,Anxiety,lifetime prevalence %,24.96
Western Australia,Female,22-24,2020,Depression,12-month prevalence %,8.82
Western Australia,Female,22-24,2020,Depression,lifetime prevalence %,14.3
Western Australia,Female,22-24,2020,ADHD,12-month prevalence %,6.56
Western Australia,Female,22-24,2020,ADHD,lifetime prevalence %,11.64
Western Australia,Female,22-24,2020,Substance use,12-month prevalence %,3.32
Western Australia,Female,22-24,2020,Substance use,lifetime prevalence %,4.61
Western Australia,Female,22-24,2021,Anxiety,12-month prevalence %,12.97
Western Australia,Female,22-24,2021,Anxiety,lifetime prevalence %,21.82
Western Australia,Female,22-24,2021,Depression,12-month prevalence %,8.45
Western Australia,Female,22-24,2021,Depression,lifetime prevalence %,13.15
Western Australia,Female,22-24,2021,ADHD,12-month prevalence %,6.79
Western Australia,Female,22-24,2021,ADHD,lifetime prevalence %,11.43
Western Australia,Female,22-24,2021,Substance use,12-month prevalence %,3.07
Western Australia,Female,22-24,2021,Substance use,lifetime prevalence %,6.05
Western Australia,Female,22-24,2022,Anxiety,12-month prevalence %,13.66
Western Australia,Female,22-24,2022,Anxiety,lifetime prevalence %,23.79
Western Australia,Female,22-24,2022,Depression,12-month prevalence %,11.04
Western Australia,Female,22-24,2022,Depression,lifetime prevalence %,17.69
Western Australia,Female,22-24,2022,ADHD,12-month prevalence %,6.01
Western Australia,Female,22-24,2022,ADHD,lifetime prevalence %,9.42
Western Australia,Female,22-24,2022,Substance use,12-month prevalence %,3.71
Western Australia,Female,22-24,2022,Substance use,lifetime prevalence %,5.32
Western Australia,Female,22-24,2023,Anxiety,12-month prevalence %,15.16
Western Australia,Female,22-24,2023,Anxiety,lifetime prevalence %,26.77
Western Australia,Female,22-24,2023,Depression,12-month prevalence %,10.46
Western Australia,Female,22-24,2023,Depression,lifetime prevalence %,17.96
Western Australia,Female,22-24,2023,ADHD,12-month prevalence %,7.07
Western Australia,Female,22-24,2023,ADHD,lifetime prevalence %,12.55
Western Australia,Female,22-24,2023,Substance use,12-month prevalence %,3.63
Western Australia,Female,22-24,2023,Substance use,lifetime prevalence %,5.62
Western Australia,Female,22-24,2024,Anxiety,12-month prevalence %,13.94
Western Australia,Female,22-24,2024,Anxiety,lifetime prevalence %,24.25
Western Australia,Female,22-24,2024,Depression,12-month prevalence %,11.29
Western Australia,Female,22-24,2024,Depression,lifetime prevalence %,20.58
Western Australia,Female,22-24,2024,ADHD,12-month prevalence %,6.48
Western Australia,Female,22-24,2024,ADHD,lifetime prevalence %,12.16
Western Australia,Female,22-24,2024,Substance use,12-month prevalence %,3.66
Western Australia,Female,22-24,2024,Substance use,lifetime prevalence %,7.0
Tasmania,Male,5-11 (Primary),2019,Anxiety,12-month prevalence %,5.37
Tasmania,Male,5-11 (Primary),2019,Anxiety,lifetime prevalence %,10.08
Tasmania,Male,5-11 (Primary),2019,Depression,12-month prevalence %,4.13
Tasmania,Male,5-11 (Primary),2019,Depression,lifetime prevalence %,5.97
Tasmania,Male,5-11 (Primary),2019,ADHD,12-month prevalence %,4.01
Tasmania,Male,5-11 (Primary),2019,ADHD,lifetime prevalence %,6.79
Tasmania,Male,5-11 (Primary),2019,Substance use,12-month prevalence %,2.52
Tasmania,Male,5-11 (Primary),2019,Substance use,lifetime prevalence %,3.2
Tasmania,Male,5-11 (Primary),2020,Anxiety,12-month prevalence %,6.92
Tasmania,Male,5-11 (Primary),2020,Anxiety,lifetime prevalence %,11.49
Tasmania,Male,5-11 (Primary),2020,Depression,12-month prevalence %,5.28
Tasmania,Male,5-11 (Primary),2020,Depression,lifetime prevalence %,10.34
Tasmania,Male,5-11 (Primary),2020,ADHD,12-month prevalence %,3.4
Tasmania,Male,5-11 (Primary),2020,ADHD,lifetime prevalence %,4.9
Tasmania,Male,5-11 (Primary),2020,Substance use,12-month prevalence %,2.72
Tasmania,Male,5-11 (Primary),2020,Substance use,lifetime prevalence %,3.99
Tasmania,Male,5-11 (Primary),2021,Anxiety,12-month prevalence %,5.93
Tasmania,Male,5-11 (Primary),2021,Anxiety,lifetime prevalence %,9.74
Tasmania,Male,5-11 (Primary),2021,Depression,12-month prevalence %,4.07
Tasmania,Male,5-11 (Primary),2021,Depression,lifetime prevalence %,6.31
Tasmania,Male,5-11 (Primary),2021,ADHD,12-month prevalence %,3.45
Tasmania,Male,5-11 (Primary),2021,ADHD,lifetime prevalence %,6.83
Tasmania,Male,5-11 (Primary),2021,Substance use,12-month prevalence %,2.5
Tasmania,Male,5-11 (Primary),2021,Substance use,lifetime prevalence %,2.98
Tasmania,Male,5-11 (Primary),2022,Anxiety,12-month prevalence %,7.14
Tasmania,Male,5-11 (Primary),2022,Anxiety,lifetime prevalence %,12.54
Tasmania,Male,5-11 (Primary),2022,Depression,12-month prevalence %,4.45
Tasmania,Male,5-11 (Primary),2022,Depression,lifetime prevalence %,7.56
Tasmania,Male,5-11 (Primary),2022,ADHD,12-month prevalence %,4.5
Tasmania,Male,5-11 (Primary),2022,ADHD,lifetime prevalence %,6.26
Tasmania,Male,5-11 (Primary),2022,Substance use,12-month prevalence %,2.18
Tasmania,Male,5-11 (Primary),2022,Substance use,lifetime prevalence %,2.44
Tasmania,Male,5-11 (Primary),2023,Anxiety,12-month prevalence %,7.28
Tasmania,Male,5-11 (Primary),2023,Anxiety,lifetime prevalence %,11.8
Tasmania,Male,5-11 (Primary),2023,Depression,12-month prevalence %,5.4
Tasmania,Male,5-11 (Primary),2023,Depression,lifetime prevalence %,8.79
Tasmania,Male,5-11 (Primary),2023,ADHD,12-month prevalence %,4.32
Tasmania,Male,5-11 (Primary),2023,ADHD,lifetime prevalence %,7.08
Tasmania,Male,5-11 (Primary),2023,Substance use,12-month prevalence %,2.34
Tasmania,Male,5-11 (Primary),2023,Substance use,lifetime prevalence %,3.88
Tasmania,Male,5-11 (Primary),2024,Anxiety,12-month prevalence %,6.42
Tasmania,Male,5-11 (Primary),2024,Anxiety,lifetime prevalence %,10.85
Tasmania,Male,5-11 (Primary),2024,Depression,12-month prevalence %,4.38
Tasmania,Male,5-11 (Primary),2024,Depression,lifetime prevalence %,6.2
Tasmania,Male,5-11 (Primary),2024,ADHD,12-month prevalence %,3.28
Tasmania,Male,5-11 (Primary),2024,ADHD,lifetime prevalence %,6.03
Tasmania,Male,5-11 (Primary),2024,Substance use,12-month prevalence %,2.74
Tasmania,Male,5-11 (Primary),2024,Substance use,lifetime prevalence %,5.81
Tasmania,Male,12-14,2019,Anxiety,12-month prevalence %,9.77
Tasmania,Male,12-14,2019,Anxiety,lifetime prevalence %,18.07
Tasmania,Male,12-14,2019,Depression,12-month prevalence %,7.37
Tasmania,Male,12-14,2019,Depression,lifetime prevalence %,12.89
Tasmania,Male,12-14,2019,ADHD,12-month prevalence %,6.76
Tasmania,Male,12-14,2019,ADHD,lifetime prevalence %,11.89
Tasmania,Male,12-14,2019,Substance use,12-month prevalence %,3.21
Tasmania,Male,12-14,2019,Substance use,lifetime prevalence %,5.87
Tasmania,Male,12-14,2020,Anxiety,12-month prevalence %,8.81
Tasmania,Male,12-14,2020,Anxiety,lifetime prevalence %,15.81
Tasmania,Male,12-14,2020,Depression,12-month prevalence %,7.31
Tasmania,Male,12-14,2020,Depression,lifetime prevalence %,13.74
Tasmania,Male,12-14,2020,ADHD,12-month prevalence %,6.33
Tasmania,Male,12-14,2020,ADHD,lifetime prevalence %,11.18
Tasmania,Male,12-14,2020,Substance use,12-month prevalence %,3.14
Tasmania,Male,12-14,2020,Substance use,lifetime prevalence %,6.8
Tasmania,Male,12-14,2021,Anxiety,12-month prevalence %,8.38
Tasmania,Male,12-14,2021,Anxiety,lifetime prevalence %,15.14
Tasmania,Male,12-14,2021,Depression,12-month prevalence %,8.13
Tasmania,Male,12-14,2021,Depression,lifetime prevalence %,12.99
Tasmania,Male,12-14,2021,ADHD,12-month prevalence %,4.96
Tasmania,Male,12-14,2021,ADHD,lifetime prevalence %,7.15
Tasmania,Male,12-14,2021,Substance use,12-month prevalence %,3.2
Tasmania,Male,12-14,2021,Substance use,lifetime prevalence %,4.46
Tasmania,Male,12-14,2022,Anxiety,12-month prevalence %,8.26
Tasmania,Male,12-14,2022,Anxiety,lifetime prevalence %,15.33
Tasmania,Male,12-14,2022,Depression,12-month prevalence %,6.08
Tasmania,Male,12-14,2022,Depression,lifetime prevalence %,9.77
Tasmania,Male,12-14,2022,ADHD,12-month prevalence %,5.15
Tasmania,Male,12-14,2022,ADHD,lifetime prevalence %,9.64
Tasmania,Male,12-14,2022,Substance use,12-month prevalence %,3.05
Tasmania,Male,12-14,2022,Substance use,lifetime prevalence %,5.23
Tasmania,Male,12-14,2023,Anxiety,12-month prevalence %,9.7
Tasmania,Male,12-14,2023,Anxiety,lifetime prevalence %,15.95
Tasmania,Male,12-14,2023,Depression,12-month prevalence %,6.69
Tasmania,Male,12-14,2023,Depression,lifetime prevalence %,12.33
